"Source", "Source ID", "Category", "Name", "Threadcount" 
"House of Tartan" "4820" "" "Erskine Blue Dress Clan Tartan" "W=E0E0E0WHITE;LB=2888C4LIGHT BLUE; LB/10W4LB50W50LB4W/10"
"House of Tartan" "12466" "" "Erskine BW MINI Design Tartan" "K=101010BLACK;W=E0E0E0WHITE; K/6W3K27W27K3W/6"
"House of Tartan" "1246" "" "Erskine BW or Ramsay Clan Tartan" "K=101010BLACK;W=E0E0E0WHITE; K/12W6K54W54K6W/12"
"House of Tartan" "1972" "" "Erskine Dress Burgandy Clan Tartan" "DR=901C38MARROON;W=E0E0E0WHITE; DR/10W4DR50W50DR4W/10"
"House of Tartan" "941" "" "Erskine Green Clan Tartan" "G=006818GREEN;W=E0E0E0WHITE; G/12W4G58W58G4W/12"
"House of Tartan" "6534" "" "Erskine Purple (Dance) Fashion Tartan" "W=E0E0E0WHITE;P=780078PURPLE; P/12W4P58W58P4W/12"
"House of Tartan" "1700" "" "Erskine Red Dress Clan Tartan" "R=C80000RED;W=E0E0E0WHITE; R/12W4R58W58R4W/12"
"House of Tartan" "632" "" "Erskine Royal Blue Dress Clan Tartan" "B=2C2C80BLUE;W=E0E0E0WHITE; B/12W4B58W58B4W/12"
"House of Tartan" "1840" "" "Essex County Ontario District Tartan" "A=5C8CA8AZURE;K=101010BLACK;DG=003820DARK GREEN;G=006818GREEN;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4R4A12DG8G10LG6K2R8K2Y/60"
"House of Tartan" "1520" "" "Estes Family Tartan" "K=101010BLACK;B=2C2C80BLUE;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/12LG4R4LG16K4Y4K4Y4K20B4K4B46W4B4W/4"
"House of Tartan" "6777" "" "Estonian National Tartan Estonian District Tartan" "AB=1870A4ANC BLUE;FSB=2474E8FS BLUE;WW=F8F8F8WILSON WHITE;K=101010BLACK;B=2C2C80BLUE;R=C80000RED;Y=E8C000YELLOW; AB64Y2R6Y2AB64K10AB6K4WW2K4AB6K106AB6K4WW2K4AB6K10"
"House of Tartan" "10214" "" "Eternity Fashion Tartan" "DN=5C5C5CDARK GREY;N=888888GRAY;T=604000BROWN;LT=A08858LIGHT BROWN;K=101010BLACK;LN=A0A0A0LIGHT GREY LN/2K4LT4T6DN/176"
"House of Tartan" "1877" "" "Etienne Paschal Tache Sir... Canadian Tartan" "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/6T2R58T32G46B6G6Y/4"
"House of Tartan" "1191" "" "Ettrick District Tartan" "K=101010BLACK;R=C80000RED; K/12R62K62R/12"
"House of Tartan" "2300" "" "Ettrick (Green) District Tartan" "A=5C8CA8AZURE;DG=003820DARK GREEN;NB=003C64NAVY BLUE;R=C80000RED;Y=E8C000YELLOW; NB/4DG2R2DG2R2DG40NB12R4DG2A2DG2R2DG2R2DG2Y2DG2R4NB12R2DG10R2DG4NB/4"
"House of Tartan" "10683" "" "European Congress of Immunology Corporate Tartan" "DP=9900CCMAGENTA;Y=FFE600YELLOW;K=101010BLACK;R=FF004DRED;B=3333FFBLUE;W=FFFFFFWHITE; DP/13Y2B18R22K28B6W2B6K28R22K18Y2DP/13"
"House of Tartan" "2486" "" "European Union District Tartan" "DB=202060DARK BLUE;DR=880000DARK RED;MY=D09800M YELLOW;K=101010BLACK;LN=C0C0C0LIGHT GRAY;Y=E8C000YELLOW;W=E0E0E0WHITE; DR4K2DB20Y36DB20K2Y4K2DB64W8DB64K2Y4K2DB20Y36DB20K2"
"House of Tartan" "5732" "" "Evans Welsh Name Tartan" "A=5C8CA8AZURE;K=101010BLACK;M=901C38MARROON;NB=003C64NAVY BLUE;R=C80000RED; R2K3NB30K2NB4K2NB30K36M30K2A2.M4R6M20K3R2K3NB17K2NB4K2NB17K20M20A6M8A6M20K20NB17K2NB4K2NB17K3R2K3M20R6M2"
"House of Tartan" "11082" "" "Ewing Clan Tartan" "K=101010BLACK;R=C80000RED; K/92R12K4R48K4R/12"
"House of Tartan" "2286" "" "Exabyte Corporate Tartan" "RB=1C0070ROYAL BLUE;G=006818GREEN;DR=880000DARK RED;LN=C0C0C0LIGHT GRAY;DN=5C5C5CDARK GREY; DR/6DN68RB8G94LN/6"
"House of Tartan" "7860" "" "Eynon Welsh Name Tartan" "Y=C8A400YELLOW;K=101010BLACK;AG=007460ANC GREEN;VDB=00002CMIDNIGHT;G=006818GREEN; K4Y2G7VDB11Y1VDB11G7VDB4G3VDB6K1VDB6G3K1VDB11.K12Y4G12VDB24Y1VDB24G12VDB5G3VDB6K4VDB6G3K2VDB16K2G3VDB6K4VDB6G3VDB5G12VDB24Y1VDB24G12Y4K12"
"House of Tartan" "6787" "" "Falconer of Labhdal Personal Tartan" "K=101010BLACK;WG=408060WTHRD GREEN;EG=009468Emerald Green;A=5C8CA8AZURE;AL=48A4C0ANDERSON BLUE;AA=789484ANC AZURE; A28K28A28EG80A8EG8A8EG80A28K28"
"House of Tartan" "2347" "" "Falkirk District Tartan" "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;DR=880000DARK RED;MY=D09800M YELLOW;BL=1474B4BALMORAL BLUE;R=C80000RED;Y=E8C000YELLOW; R6Y4T54BL44K4BL8K4BL8K8BL8K4BL8K4BL44T54Y4"
"House of Tartan" "1352" "" "Farquharson Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/4B8K2B2K2B2K16G16Y4G16K16B16K2R/4"
"House of Tartan" "1967" "" "Farquharson or MacEwan Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B6K4B6K4B56K4B6K4B6K38G44K2Y8K2G44K38B32K4B6K4B32K38G44K2R8K2G44K38"
"House of Tartan" "10571" "" "Faskin Family Name Tartan" "LB=2D8ACDLIGHT BLUE;P=770676PURPLE;K=101010BLACK;G=016817GREEN;W=FFFFFFWHITE; LB/2P20K20G24K2G24LB4G32W/2"
"House of Tartan" "83" "" "Federal Bureaux (FBI) Corporate Tartan" "A=5C8CA8AZURE;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; A/120B38W6B4R4B/14"
"House of Tartan" "6112" "" "Fennell Grandmothers Canadian Personal Tartan" "R=C80000RED;DP=740074DARK PURPLE;Y=E8C000YELLOW;G=006818GREEN;K=101010BLACK;W=ECECECWHITE; R/110DP2Y2R6DP14R6Y2DP2R6G32R6DP2Y2K6W2G10R6K4DP4W/2"
"House of Tartan" "503" "" "Ferguson (Old) Clan Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/30R4G/34"
"House of Tartan" "92" "" "Ferguson Dress Clan Tartan" "A=588CA8AZURE;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;DR=880000DARK RED;HSB=048888HSA BLUE; A/68DB48W36DR6W36G4W/6"
"House of Tartan" "337" "" "Ferguson of Athol Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/48K16G16R4G16K2W/4"
"House of Tartan" "738" "" "Ferguson of Balquhidder Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/8B48R6K48G50K/8"
"House of Tartan" "2273" "" "Fermanagh Irish County Tartan" "RLY=E8C468AM MUSTARD;WB=6C7490AM NAVY BLUE;OT=B49058DESERT;PG=385C40HOLLY;PSG=54786CLOVAT;AB=54548COXFORD; PSG/6WB6PG4WB6RLY4WB4RLY4WB26AB8PSG6AB6PSG6AB6PSG6AB8WB40OT/6"
"House of Tartan" "3225" "" "Fernandes Family Tartan" "Y=E8C000YELLOW;LG=289C18LIGHT GREEN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;DR=880000DARK RED; DR/6R6DR88Y70LG10Y10LG/10"
"House of Tartan" "7565" "" "Fettes Personal Tartan" "K=101010BLACK;NB=003C64NAVY BLUE;LP=C49CD8LGT VIOLET;PB=9050D8PURPLEBLUE;W=E0E0E0WHITE;R=C80000RED; K/100NB6LP4R6W/2"
"House of Tartan" "836" "" "Fiddes Family Tartan" "K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED; G/24R22P24K2P2K2R64P16G16P16G16R64K2P2K2P24R22G/24"
"House of Tartan" "790" "" "Fife Duke of.. District Tartan" "K=101010BLACK;G=006818GREEN;R=C80000RED; G/64K12G8K16R2K/4"
"House of Tartan" "10659" "" "Filipino American Corporate Tartan" "B=2C2C80BLUE;R=C80000RED;K=101010BLACK;DG=003820DARK GREEN;Y=E8C000YELLOW;W=E0E0E0WHITE;P=780078PURPLE; K/8R6K20DG16P6DG16B32W8Y4W8R/60"
"House of Tartan" "1860" "" "Finzean's Fancy Artifact Tartan" "A=5C8CA8AZURE;K=101010BLACK;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4SCR2R108K8W4G56Y24R12K4R12Y24A56K12R12Y16W/10"
"House of Tartan" "1818" "" "Fitzgerald Family Tartan" "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4K2R6A6R6SCR6R24SCR6R6B6R6B38Y6G38R6B6R6SCR6R24SCR6R6A6R6K2W/4"
"House of Tartan" "1419" "" "Fitzgerald Blue Irish Family Tartan" "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; R/6B42R6B6K26B26A6B6W/4"
"House of Tartan" "1336" "" "Fitzgerald Hunting Family Tartan" "A=5C8CA8AZURE;K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;LV=C49CD8LGT VIOLET;R=C80000RED;W=E0E0E0WHITE; R/2LV6G24DB8R4DB8K26DB26A6DB6W/4"
"House of Tartan" "766" "" "Fitzpatrick Irish Family Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;Y=E8C000YELLOW; G/4K32B4K32G32Y8G12Y4G/20"
"House of Tartan" "6805" "" "Flaumandrum Corporate Tartan" "K=101010BLACK;XR=C00000RED;DR=880000DARK RED;N=888888GRAY;DY=E8C000YELLOW;DN=5C5C5CDARK GREY;DY=E8C000GOLD; DN24K4DN4K4DN4K24DR24K2DY4K2DR24K24DN24K2XR4K2DN24K24DR24K2DY4K2DR24K24DN4K4DN4K4"
"House of Tartan" "2531" "" "Fleming Commemorative Tartan" "W=E0E0E0WHITE;DY=E8C000YELLOW;K=101010BLACK;B=2C2C80BLUE; B32K6B6K6B6K32B34K4DY8K4B34K32B34K4W8K4B34K32B34K4DY8K4B34K32B6K6B6K6"
"House of Tartan" "257" "" "Fletcher Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/12K2B12K16R2G16K/4"
"House of Tartan" "272" "" "Fletcher of Dunans Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/12K2B12K16R2G16R/4"
"House of Tartan" "217" "" "Flora MacDonald Plaid Artifact Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/48K8B8K8B8K44G28R8G8R8G16K2W12K2G16R8G8R8G28K44B36R48B36K44B48W12B48K44B8K8B8K8B/48"
"House of Tartan" "2059" "" "Flower of Scotland Commemorative Tartan" "AG=00643CANC GREEN;AR=E86000ANC RED;K=101010BLACK;BR=2C2C80BLUE;FSB=40649CFS BLUE;WG=4C8060WTHRD GREEN; FSB/4AG28FSB4K16FSB28AR/4"
"House of Tartan" "20599" "" "Flower of Scotland MINI Tartan" "AG=00643CANC GREEN;AR=E86000ANC RED;K=101010BLACK;BR=2C2C80BLUE;FSB=40649CFS BLUE;WG=4C8060WTHRD GREEN; FSB/2AG14FSB2K8FSB14AR/2"
"House of Tartan" "1376" "" "Follower's Plaid Artifact Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/96A16K20Y4K6W4G50R20K6R6W/4"
"House of Tartan" "211" "" "Forbes Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/16K2B4K2B4K12G16K2W4K2G16K12B16K2B/4"
"House of Tartan" "212" "" "Forbes Ancient Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/2K12B12K12G12K2W/2"
"House of Tartan" "293" "" "Forbes Dress Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/4K4B16K16G24K2W4K2G24K16W6B6W28B4W/4"
"House of Tartan" "592" "" "Forbes of Druminnor Artifact Tartan" "B=2C2C80BLUE;DT=4C2424DARK UMBER;G=006818GREEN;LT=603030LIGHT UMBER;T=480800UMBER;W=E0E0E0WHITE; B/4LT4B16DT8T4G16DT2W4DT2G16DT12B4LT4B4LT4B/12"
"House of Tartan" "2298" "" "Forbo Nairn Corporate Tartan" "R=C80000RED;B=2C2C80BLUE;DR=880000DARK RED;DB=202060DARK BLUE;K=101010BLACK;G=006818GREEN;A=5C8CA8AZURE; A8G32K28B48R8B48K28G32"
"House of Tartan" "829" "" "Forde Irish Family Tartan" "K=101010BLACK;DY=E8C000GOLD;G=006818GREEN;R=C80000RED; G/4K4DY4K8R4K4R4K8DY4G/64"
"House of Tartan" "6238" "" "Forfar District Tartan" "Y=E8C000YELLOW;WW=FCFCFCWILSON WHITE;DY=E8C000GOLD;R=C80000RED;BL=1474B4BALMORAL BLUE;A=5C8CA8AZURE;LT=A08858LIGHT BROWN;B=2C2C80BLUE A/6DY2A46WW40LT2WW8B44A8B8R2B8A8B44WW8LT2WW40A46DY/2"
"House of Tartan" "10694" "" "Forget Family (Yonne) Name Tartan" "R=CA2625BRIGHT SCARLET;G=124B24OLD GREEN;Y=E0A126GOLD; G/32Y4G32Y48R4Y/4"
"House of Tartan" "2384" "" "Forrester Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/8B12W2B30R46G30Y2G12Y/8"
"House of Tartan" "2385" "" "Forrester Hunting Clan Tartan" "K=101010BLACK;G=006818GREEN;LG=289C18LIGHT GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; K/6Y4G36W6G36K6Y8K6LG36W/6"
"House of Tartan" "1122" "" "Forsyth Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; K/8G44Y4K32B36R/8"
"House of Tartan" "699" "" "Fort William District Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;LG=289C18LIGHT GREEN; G/34A4LG4A4K42A4K6G60K4A4K/8"
"House of Tartan" "10695" "" "Fothergill, Baron of Kinross (P Name Tartan" "W=FFFFFFWHITE; LB=0000CDLIGHT BLUE; DB=000080DARK BLUE; R=FF0000RED; G=008B00GREEN; DG=006400DARK GREEN; N=666666GREY; W/50LB3W8LB8DB12R4DB12G16DG12N4W/4"
"House of Tartan" "7427" "" "Four Quarters Personal Tartan" "W=E0E0E0WHITE;P=780078PURPLE;Y=E8C000YELLOW;R=C80000RED;B=2C2C80BLUE;G=006818GREEN; W/14P4W2Y14W2P4W2R22W2P4W2B28W2P4W2G26W2P14W/14"
"House of Tartan" "1777" "" "Frame Family Tartan" "WR=840030WINE RED;B=2C2C80BLUE;R=C80000BASIC RED;W=E0E0E0WHITE; W/8B28R2B2W2B2R2B28R28B2R2W/2"
"House of Tartan" "2305" "" "Franconian District Ger Tartan" "RB=000064NAVY;G=007800GREEN;DR=8C0000RED;MY=C88C00YELLOW;DW=C8C8C8WHITE;SB=788CB4AZURE;K=101010BLACK;FSB=2474E8FS BLUE;WW=F8F8F8WILSON WHITE;Y=E8C000YELLOW;R=C80000RED; FSB10RB8G8RB8G44RB8G8RB8G8RB44R10RB10Y10RB44G8RB8G8RB8G44RB8G8RB8FSB10RB44G10R10G8WW10G8R10G14RB44"
"House of Tartan" "616" "" "Fraser Arisaid Clan Tartan" "NB=003C64NAVY BLUE;W=E0E0E0WHITE;WR=680028WINE RED; NB/6W4NB20WR20W64WR20W4NB6W4NB/28"
"House of Tartan" "2361" "" "Fraser Gathering Trade Tartan" "DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4R48G4DB10R8G22R4DB24R/4"
"House of Tartan" "2362" "" "Fraser Gathering Dress Clan Tartan" "RB=1C0070ROYAL BLUE;DG=003820DARK GREEN;XR=C80000BASIC RED;G=006818GREEN;CW=FCFCFCCLEAR;AW=E8CCB8ANC WHITE;W=E0E0E0WHITE; G/4W48G4RB10DG8G22DG4RB24XR/4"
"House of Tartan" "2363" "" "Fraser Gathering Hunting Trade Tartan" "DB=202060DARK BLUE;DG=003820DARK GREEN;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE; W/4DG48LG4DB10DG8LG22DG4DB24R/4"
"House of Tartan" "1659" "" "Fraser Hunting Clan Tartan" "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/6T36G20T4B20T4B20T4G20T36W/6"
"House of Tartan" "603" "" "Fraser Hunting Dress Clan Tartan" "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/8T48G34T6W36T6W36T6G34T48R/8"
"House of Tartan" "528" "" "Fraser of Altyre Clan Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/4R4G80R4B4R4B9R9B80R4B4R89B4R/9"
"House of Tartan" "391" "" "Fraser of Lovat Clan Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/2R2B24G24R32W4R32G24R2B2R2B/32"
"House of Tartan" "1424" "" "Fraser Red Clan Tartan" "DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE; R/2DB12R2DG12R24W/2"
"House of Tartan" "1427" "" "Fraser Red Dress Clan Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/8R20W50G38R8B36R/8"
"House of Tartan" "1709" "" "Fraser Yellow Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/4W4Y54G28Y4B28Y/4"
"House of Tartan" "1865" "" "Frazer Major Portrait Tartan" "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4R36W4R10W4G26W4G26W4R10W4G26W4G26W/4"
"House of Tartan" "96" "" "Fredericton District Tartan" "A=5C8CA8AZURE;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; P/6A2W18R12G10A4W4A4W4A4G24Y/4"
"House of Tartan" "2205" "" "Fulton Family Tartan" "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;PH=6C0070HEATHER;Y=D09800M YELLOW;R=C80000RED; DR/8K4G34R12G12R12G30R40Y/6"
"House of Tartan" "10690" "" "G P Bathija (Shikarpur, Sindh) Name Tartan" "R=CA2625BRIGHT SCARLET;B=5F749CBALMORAL BLUE;W=F9F5EFPEROXIDE WHITE;G=649848ROSS GREEN;DR=A32D18AMERICAN RUST;Y=F8E38CCANARY YELLOW; W/2R42B16DR16B8G36Y/8"
"House of Tartan" "6490" "" "G8 Summit Corporate Tartan" "DR=880000DARK RED;YY=FCCC00YELLOW-BASIC;DW=B8B8B8OFF WHITE;W=E0E0E0WHITE;DB=202060DARK BLUE;WG=408060WTHRD GREEN;P=780078PURPLE;R=C80000RED; P8WG18DB4R4DB100DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB100R4DB4WG18"
"House of Tartan" "3176" "" "Galbraith Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; K/4G24K24R2B24W/4"
"House of Tartan" "10053" "" "Gallacher, A.J. Name Tartan" "R=C80000RED;DR=880000DARK RED;K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;LRB=1474B4BALMORAL BLUE; G/4K10DR31R31W8LRB1W7LRB2W6LRB3W5LRB4W4LRB5W3LRB6W2LRB7W1G/7"
"House of Tartan" "4053" "" "Gallagher Irish Fashion Tartan" "AG=008C54ANC GREEN;CLR=DC6854CORAL;DB=202060DARK BLUE;DG=003820DARK GREEN;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;GN=406054GREEN GREY;DBG=005448DARK BLUE GREE; DB/8DBG82LT8AG8LT8AG18CLR36LT8W/8"
"House of Tartan" "1571" "" "Gallowater New District Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/10K32A14P32W2G42Y/10"
"House of Tartan" "1025" "" "Gallowater Old District Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;Y=E8C000YELLOW; Y/10G40P19A10K/19"
"House of Tartan" "1469" "" "Galloway District Tartan" "DG=003820DARK GREEN;LY=C4BC68LGT YELLOW;LG=289C18LIGHT GREEN;R=C80000RED;HG=285800; DG40HG4LY6HG4DG64HG64DG4R6DG4HG64DG24"
"House of Tartan" "850" "" "Galloway Dress District Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; G/4R2B32R32B2Y/4"
"House of Tartan" "1482" "" "Galt Sir Alexander.. Family Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/8G44K32Y4K6W6K4B40R16K4R8K2W/4"
"House of Tartan" "10693" "" "Galvez-Brown Name Tartan" "NB=212160NAVY BLUE;DY=FFB90FDARK YELLOW;DR=E3170DDARK RED;R=FF0000RED;DP=551A8BDARK PURPLE;W=FFFFFFWHITE; NB/72DY10DR24R18DP10W24DY/14"
"House of Tartan" "2254" "" "Galway Irish County Tartan" "LYT=C48800DIJON;NG=446844HOLLY;NB=141C50OXFORD;SR=B84820TERRACOTTA; SR/8NG26SR6NB8SR6NB6SR80NB6SR4LYT/8"
"House of Tartan" "10664" "" "Gamba Tuscany Fife Name Tartan" "R=E01C18BRT SCARLET;W=E8E8E8PEROX;DG=004830K GREEN;G=006840FS GREEN;B=105088FS BLUE; DG/10R6G60B60W/6"
"House of Tartan" "597" "" "Gammell Family Tartan" "DB=202060DARK BLUE;DT=441800DARK BROWN;G=006818GREEN;WR=901C38MARROON; DB/64DT6DB6DT6DB6DT20G48WR/6"
"House of Tartan" "7564" "" "Gandy of Myrton Clan/Family Tartan" "NB=003C64NAVY BLUE;B=2C2C80BLUE;K=101010BLACK;W=E0E0E0WHITE;R=C80000RED;LRB=1474B4BALMORAL BLUE;A=5C8CA8AZURE; NB/20A20K20NB40W10R/28"
"House of Tartan" "8248" "" "Gangs of New York Fashion Check Tartan" "R=C80000RED;W=F8E8D8WHITE;K=101010BLACK; R/4W40R10W4K40W/10"
"House of Tartan" "564" "" "Gary Personal Tartan" "K=101010BLACK;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; P/4R2K8Y4K24Y16K24Y4K8Y2W/4"
"House of Tartan" "176" "" "Gayre Arisaidh Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/40G10K10W44B10W44K4Y4K4R12G8W8G6R8K4Y/4"
"House of Tartan" "161" "" "Gayre Dress Clan Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; A/28G8K8W8G24A8G24W8K8R12G8W8G6A8K/8"
"House of Tartan" "165" "" "Gayre Hunting Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;N=888888GREY;R=C80000RED; B/32G8K8N44B10N44K6R10G8N8G8R8K/8"
"House of Tartan" "6013" "" "Gem Fashion Tartan" " "
"House of Tartan" "3213" "" "Gemmell Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/16K4B4K4B4K20G24K4G24K24B12W4R4W/4"
"House of Tartan" "4125" "" "Gemmell Clan/Family Tartan" "LB=2888C4LIGHT BLUE;K=101010BLACK;DR=880000DARK RED;G=006818GREEN;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE; LB32K4LB4K4LB4K20G24K4G24K20RB12LB4DR4LB4DR4LB4RB12K20G24K4G24K20LB4K4LB4K4"
"House of Tartan" "1853" "" "George Brown Family Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4R6K8R16G50R8K30B58Y/6"
"House of Tartan" "794" "" "Georgia District Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED; G/72K4G4K4G6K24A20R/40"
"House of Tartan" "7017" "" "German American (Fashion) American Fashion Tartan" "GO=BC8C00DARK GOLD;K=101010BLACK;DR=880000DARK RED;R=C80000RED;B=2C2C80BLUE;W=F8F4D8WHITE; DR/4K4GO3K4DR54R5K54DR4K3B9K2W/4"
"House of Tartan" "7016" "" "German Heritage (Fashion) American Fashion Tartan" "DR=880000DARK RED;GO=BC8C00DARK GOLD;K=101010BLACK;R=C80000RED; GO/4K2DR8K4DR3K4DR64R5K63DR4K4DR8K2GO/4"
"House of Tartan" "2164" "" "Gibbs Gibson Family Tartan" "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/4G32W2B4W2Y6W4Y6W2B4W2R32K/4"
"House of Tartan" "7575" "" "Gigha Cherry Fashion Tartan" "XR=A40000BASIC RED;W=F0E0C8WHITE;DR=880000DARK RED;R=C80000RED; DR/8W4DR2W36DR36XR36R6XR/8"
"House of Tartan" "7603" "" "Gigha Green Fashion Tartan" "W=F0E0C8WHITE;DG=003820DARK GREEN;G=38885CGREEN;Y=E8D468YELLOW;B=2C2C80BLUE; B/8W4B2W36DG36G36Y6G/8"
"House of Tartan" "7582" "" "Gigha Lilac Fashion Tartan" "W=F0E0C8WHITE;P=640064PURPLE;DWR=800028DARK RUBY;LVP=9874A8LGT VIOLET;G=006818GREEN; DWR/8W4DWR2W36P36LVP36G6LVP/8"
"House of Tartan" "1361" "" "Gillespie Family Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;XR=C80000BASIC RED;W=E0E0E0WHITE;DY=E8C000GOLD; XR/52A4K12DY4G16XR4K8A4W/4"
"House of Tartan" "309" "" "Gillies Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/64K24B24G12R12G36K4Y/6"
"House of Tartan" "934" "" "Gillies Blue Dress Clan Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/4W8G4W56K26A20Y10A32K4R/14"
"House of Tartan" "639" "" "Gillies Dress Red Clan Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/4W8A4W48K24R16G10R30K4Y/12"
